ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,number_of_tastes
2104,Johnny Iuzzini,U.S.A,2018,Colombia,"Tumaco, batch 2",73.0,3.25,4,1,1,0,1,0,1,0,complex,3
2104,Johnny Iuzzini,U.S.A,2018,Trinidad,"Tabaquite, batch 12",80.0,3.25,4,1,1,0,1,0,1,0,bold,4
2100,Johnny Iuzzini,U.S.A,2018,India,"Anamalai, batch 8",66.0,3.0,4,1,1,0,1,0,1,0,gritty,4
1534,Jordis,Czech republic,2015,Madagascar,Madagascar,63.0,2.75,2,1,0,0,0,0,1,0,off note,3
2458,Jordis,Czech republic,2020,Venezuela,Chuao,75.0,2.75,3,1,1,0,0,0,1,0,harsh,3
2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70.0,3.75,3,1,1,0,0,0,1,0,brownie,1
2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70.0,3.5,3,1,1,0,0,0,1,0,nutty,3
2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70.0,3.5,3,1,1,0,0,0,1,0,herbal,2
2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70.0,3.0,3,1,1,0,0,0,1,0,floral,3
1061,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Cibao Valley, Rizek",70.0,3.5,5,1,1,1,1,0,1,0,raisins,2
1069,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",55.0,3.25,5,1,1,1,1,0,1,0,very sweet,2
1073,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",62.0,3.25,5,1,1,1,1,0,1,0,candy-like,2
1069,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",82.0,3.0,5,1,1,1,1,0,1,0,nutty,3
2422,Kah Kow - USA,Dominican republic,2019,Dominican republic,"Dominican Nacional, Collection 01",68.0,3.75,4,1,1,0,1,0,1,0,creamy,3
2454,Kah Kow - USA,U.S.A,2019,Dominican republic,"Los Bejucos, Collection 01, Rizek",65.0,3.75,4,1,1,0,1,0,1,0,creamy,3
2390,Kah Kow - USA,Dominican republic,2019,Dominican republic,Mata Larga,71.5,3.5,3,1,1,0,0,0,1,0,creamy,4
2394,Kah Kow - USA,Dominican republic,2019,Dominican republic,El Antiguo (Monet Plata & Duarte ),70.0,3.0,3,1,1,0,0,0,1,0,sandy,3
2454,Kah Kow - USA,U.S.A,2019,Dominican republic,"El Valle, Collection 01, Rizek",72.0,3.0,4,1,1,0,1,0,1,0,creamy,3
2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.25,3,1,1,0,0,0,1,0,base cocoa,3
2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75.0,3.0,3,1,1,0,0,0,1,0,spicy,2
2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0,3,1,1,0,0,0,1,0,muted,3
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70.0,3.5,4,1,1,1,0,0,1,0,intense,3
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,3.0,4,1,1,1,0,0,1,0,creamy,2
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85.0,3.0,4,1,1,1,0,0,1,0,spicy,2
269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85.0,3.0,4,1,1,1,0,0,1,0,fruity,3
245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75.0,2.75,4,1,1,1,0,0,1,0,sweet,3
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85.0,2.75,4,1,1,1,0,0,1,0,creamy,4
248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85.0,2.5,4,1,1,1,0,0,1,0,crumbly,3
263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75.0,2.5,4,1,1,1,0,0,1,0,grassy,3
1133,Kerchner,U.S.A,2013,Dominican republic,"La Red, Project Reserva, Guaconejo",70.0,3.75,3,1,1,0,0,0,1,0,fatty,3
431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72.0,2.0,5,1,1,1,1,0,1,0,sweet,3
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70.0,3.25,3,1,1,0,0,0,1,0,poor finish,3
1251,Kiskadee,U.S.A,2014,Dominican republic,"La Red, Guanconjeco",60.0,3.0,2,1,0,0,0,0,1,0,gritty,3
2016,Krak,Netherlands,2017,Mexico,Xoconusco,70.0,3.25,2,1,0,0,0,0,1,0,medium roast,2
1968,Krak,Netherlands,2017,Belize,Belize,70.0,3.0,2,1,0,0,0,0,1,0,gritty,3
1968,Krak,Netherlands,2017,Vietnam,Vietnam,70.0,3.0,2,1,0,0,0,0,1,0,sticky,3
2044,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",70.0,3.75,2,1,0,0,0,0,1,0,intense,2
2068,Krak,Netherlands,2018,Philippines,Kablon Farm,70.0,3.25,2,1,0,0,0,0,1,0,nuts,3
2064,Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,70.0,3.0,2,1,0,0,0,0,1,0,roasty,2
2282,Krak,Netherlands,2019,Papua new guinea,Gazelle,70.0,3.25,2,1,0,0,0,0,1,0,astringent,2
2286,Krak,Netherlands,2019,Colombia,H. Betulia B6,70.0,3.0,2,1,0,0,0,0,1,0,light color,1
1422,Kto,U.S.A,2014,Madagascar,Sambirano Valley,72.0,3.25,3,1,1,0,0,0,1,0,strawberry,3
1426,Kto,U.S.A,2014,Belize,Belize,90.0,3.25,2,1,0,0,0,0,1,0,intense,3
1426,Kto,U.S.A,2014,Dominican republic,Elvesia,72.0,3.25,3,1,1,0,0,0,1,0,spicy,3
1426,Kto,U.S.A,2014,Dominican republic,ROIG,72.0,3.25,3,1,1,0,0,0,1,0,earthy,3
1422,Kto,U.S.A,2014,Belize,Belize,72.0,3.0,3,1,1,0,0,0,1,0,nutty,2
1422,Kto,U.S.A,2014,Venezuela,Ocumare,72.0,2.75,3,1,1,0,0,0,1,0,nutty,3
1422,Kto,U.S.A,2014,Peru,San Martin,72.0,2.5,2,1,0,0,0,0,1,0,intense,3
1852,K'ul,U.S.A,2016,Brazil,"Bahia, Fazenda Camboa",70.0,3.75,4,1,1,0,1,0,1,0,creamy,2
1852,K'ul,U.S.A,2016,Ecuador,"Los Rios, Hacienda Limon, Heirloom",70.0,3.75,4,1,1,0,1,0,1,0,oranges,1
1840,K'ul,U.S.A,2016,Haiti,"Kafupbo, Petit Bourg, De Borgnes",70.0,3.25,4,1,1,0,1,0,1,0,spicy,3
1852,K'ul,U.S.A,2016,Peru,"Maranon, Fortunato No. 4",70.0,2.75,4,1,1,0,1,0,1,0,astringent,3
1359,Kyya,U.S.A,2014,Dominican republic,Hispaniola,72.5,3.0,5,1,1,1,0,1,1,0,vanilla,3
1363,Kyya,U.S.A,2014,Madagascar,Madagascar,72.5,3.0,5,1,1,1,0,1,1,0,mild vanilla and mild fruit,1
1359,Kyya,U.S.A,2014,Uganda,Uganda,72.5,2.5,5,1,1,1,0,1,1,0,vanilla,3
1363,Kyya,U.S.A,2014,Ecuador,Ecuador,72.5,2.5,5,1,1,1,0,1,1,0,intense,3
431,L.A. Burdick (Felchlin),U.S.A,2009,Madagascar,Madagascar,64.0,3.5,5,1,1,1,1,0,1,0,smooth,3
451,L.A. Burdick (Felchlin),U.S.A,2009,Bolivia,Bolivian,68.0,3.0,5,1,1,1,1,0,1,0,rich,3
576,L.A. Burdick (Felchlin),U.S.A,2010,Dominican republic,Dominican Republic,74.0,3.75,5,1,1,1,1,0,1,0,simple,2
576,L.A. Burdick (Felchlin),U.S.A,2010,Grenada,Grenada,75.0,3.25,5,1,1,1,1,0,1,0,creamy,3
597,L.A. Burdick (Felchlin),U.S.A,2010,Venezuela,Venzuela,71.0,3.0,5,1,1,1,1,0,1,0,cocoa,4
682,L.A. Burdick (Felchlin),U.S.A,2011,Ecuador,Quito,74.0,3.75,5,1,1,1,1,0,1,0,spicy,3
891,L.A. Burdick (Felchlin),U.S.A,2012,Brazil,Brazil,70.0,4.0,5,1,1,1,1,0,1,0,creamy,3
927,L.A. Burdick (Felchlin),U.S.A,2012,Venezuela,Chuao,68.0,3.75,5,1,1,1,1,0,1,0,berry,2
891,L.A. Burdick (Felchlin),U.S.A,2012,Peru,Peru,74.0,3.25,5,1,1,1,1,0,1,0,floral,3
2426,La Cascade du Chocolat,U.S.A,2019,Fiji,"Fiji, batch 51019",68.0,3.0,3,1,1,0,0,0,1,0,unrefined,3
2138,La Chorena,U.S.A,2018,Belize,"Maya Mtn, Toledo",70.0,3.25,4,1,1,0,1,0,1,0,molasses,2
2138,La Chorena,U.S.A,2018,Guatemala,"Lachua, Cacao Verapaz",70.0,3.25,2,1,0,0,0,0,1,0,tart,3
2138,La Chorena,U.S.A,2018,Dominican republic,Oko Caribe,70.0,3.0,2,1,0,0,0,0,1,0,anise,3
2138,La Chorena,U.S.A,2018,Peru,Maranon,75.0,3.0,2,1,0,0,0,0,1,0,earthy,3
2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70.0,3.5,2,1,0,0,0,0,1,0,fruit,3
2254,La Feverie (Hasnaa),France,2018,Guatemala,"Asochivite, 2017 harvest",70.0,3.5,2,1,0,0,0,0,1,0,dry,3
2358,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72.0,3.5,2,1,0,0,0,0,1,0,sandy,2
230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74.0,3.5,4,1,1,0,1,0,1,0,roasty,3
445,La Maison du Chocolat (Valrhona),France,2009,Blend,Orinoco,60.0,3.75,4,1,1,0,1,0,1,0,cocoa,3
346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69.0,3.5,4,1,1,0,1,0,1,0,nutty,3
346,La Maison du Chocolat (Valrhona),France,2009,Ghana,Akosombo,68.0,3.25,4,1,1,0,1,0,1,0,rich cocoa,2
439,La Maison du Chocolat (Valrhona),France,2009,Blend,Kuruba,60.0,3.0,4,1,1,0,1,0,1,0,rich,4
741,La Maison du Chocolat (Valrhona),France,2011,Grenada,Grenada,68.0,3.5,4,1,1,0,1,0,1,0,rich,4
891,La Maison du Chocolat (Valrhona),France,2012,Dominican republic,Loma Sotavento,66.0,3.5,4,1,1,0,1,0,1,0,nutty,3
1145,La Maison du Chocolat (Valrhona),France,2013,Tobago,Tobago,60.0,3.25,4,1,1,0,1,0,1,0,creamy,4
1189,La Maison du Chocolat (Valrhona),France,2013,Ecuador,"Acarigua, w/ nibs",56.0,3.25,4,1,1,0,1,0,1,0,sweet,3
1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74.0,2.75,4,1,1,0,1,0,1,0,brownie,4
2182,La Rifa,Mexico,2018,Mexico,"Almendra Blanca, Blanco Marfil, Jimenez Garcia",70.0,3.5,2,1,0,0,0,0,1,0,rich cocoa,2
2186,La Rifa,Mexico,2018,Mexico,"Uranga, Chiapas, Jimenez Garcia farm",70.0,3.5,2,1,0,0,0,0,1,0,citrus,2
2186,La Rifa,Mexico,2018,Mexico,"Xoconusco, Chiapas, Coop CASFA",70.0,3.0,2,1,0,0,0,0,1,0,mild hammy,3
1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,70.0,2.75,4,1,1,0,1,0,1,0,fatty,4
1438,Laia aka Chat-Noir,France,2014,Blend,Trinidad-Tobago,68.0,2.75,4,1,1,0,1,0,1,0,nutty,3
1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75.0,3.75,4,1,1,0,1,0,1,0,creamy,3
1638,Laia aka Chat-Noir,France,2015,Sao tome,"Sao Tome, Batch 151",75.0,3.5,4,1,1,0,1,0,1,0,rich,4
1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75.0,3.25,4,1,1,0,1,0,1,0,sandy,4
1642,Laia aka Chat-Noir,France,2015,Brazil,"Bahia, Batch 148",75.0,3.25,4,1,1,0,1,0,1,0,smokey,3
1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75.0,3.0,4,1,1,0,1,0,1,0,slight burnt,3
1594,Laia aka Chat-Noir,France,2015,Ivory coast,"Ivory Coast, Batch 56/100",75.0,3.0,4,1,1,0,1,0,1,0,roasty,3
1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75.0,2.75,4,1,1,0,1,0,1,0,roasty,3
1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75.0,2.75,4,1,1,0,1,0,1,0,gritty,4
833,L'Amourette,U.S.A,2012,Venezuela,Carenero Superior,75.0,3.0,5,1,1,1,1,0,1,0,chalky,3
833,L'Amourette,U.S.A,2012,Venezuela,Rio Caribe,75.0,3.0,5,1,1,1,1,0,1,0,chalky,3
853,L'Amourette,U.S.A,2012,Blend,"Peru, Ecuador, Venezuela",72.0,3.0,5,1,1,1,1,0,1,0,fatty,3
1784,L'Amourette,U.S.A,2016,Nicaragua,Rugoso,80.0,3.5,2,1,0,0,0,0,1,0,spicy,3
2048,Land,U.k.,2018,Nicaragua,"Nicaliso, Bocay",73.0,3.5,3,1,1,0,0,0,1,0,complex,3
2048,Land,U.k.,2018,Honduras,San Pedro Sula,70.0,3.25,3,1,1,0,0,0,1,0,sandy,2
2048,Land,U.k.,2018,Nicaragua,Nueva Guinea,71.0,3.0,3,1,1,0,0,0,1,0,simple,3
1972,Landmark (Amano),U.S.A,2017,Bolivia,"Tranquilidad, Itinez Province",74.0,3.75,3,1,1,0,0,0,1,0,well balanced,2
2266,Legast,Belgium,2019,Peru,Piura,70.0,3.5,3,1,1,0,0,0,1,0,sandy,3
2262,Legast,Belgium,2019,Costa rica,Upala,70.0,3.25,3,1,1,0,0,0,1,0,base cocoa,3
2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70.0,2.75,3,1,1,0,0,0,1,0,sandy,3
1371,Letterpress,U.S.A,2014,Peru,Maranura,70.0,3.5,2,1,0,0,0,0,1,0,intense,3
1562,Letterpress,U.S.A,2015,Trinidad,"San Juan Estate, Gran Couva",70.0,3.5,2,1,0,0,0,0,1,0,cocoa,3
1566,Letterpress,U.S.A,2015,Tanzania,Kokoa Kamili,70.0,3.5,2,1,0,0,0,0,1,0,subtle,3
1562,Letterpress,U.S.A,2015,Bolivia,Beniamo,70.0,3.25,2,1,0,0,0,0,1,0,dried fruit,3
1566,Letterpress,U.S.A,2015,Dominican republic,"La Red, Guaconejo",70.0,3.25,2,1,0,0,0,0,1,0,red fruit,2
1566,Letterpress,U.S.A,2015,Costa rica,San Andres,70.0,3.0,2,1,0,0,0,0,1,0,roasty,3
1728,Letterpress,U.S.A,2016,Liberia,Liberia,70.0,3.25,2,1,0,0,0,0,1,0,floral,2
1984,Letterpress,U.S.A,2017,Peru,Ucayali,70.0,4.0,3,1,1,0,0,0,1,0,mild,4
1952,Letterpress,U.S.A,2017,Honduras,"La Masica, Batch 7, FHIA",70.0,3.5,2,1,0,0,0,0,1,0,strong raspberry,2
1952,Letterpress,U.S.A,2017,Belize,"Maya Mtn, Batch 18, Heirloom",70.0,3.25,2,1,0,0,0,0,1,0,smokey,2
2122,Letterpress,U.S.A,2018,Ghana,Ashanti,70.0,3.75,3,1,1,0,0,0,1,0,brownie,1
2338,Letterpress,U.S.A,2019,Jamaica,"Bachelor's Hall, batch 0001",70.0,3.25,3,1,1,0,0,0,1,0,woody,3
2442,Letterpress,U.S.A,2019,Bolvia,"Tranquilidad, beniano",70.0,3.25,3,1,1,0,0,0,1,0,spoiled milk,3
1231,Levy,Finland,2014,Madagascar,Sambirano,71.0,3.5,3,1,1,0,0,0,1,0,sandy,2
1856,Lilla,Finland,2016,Madagascar,Madagascar,70.0,3.0,2,1,0,0,0,0,1,0,sweet edge,3
903,Lillie Belle,U.S.A,2012,Peru,La Selva,68.0,3.75,2,1,0,0,0,0,1,0,rich cocoa,2
855,Lillie Belle,U.S.A,2012,Peru,Perfect Illusion,65.0,3.5,2,1,0,0,0,0,1,0,creamy,3
903,Lillie Belle,U.S.A,2012,Bolivia,"Bolivia, Wild Thing",68.0,3.5,2,1,0,0,0,0,1,0,fatty,3
947,Lillie Belle,U.S.A,2012,Bolivia,Wild Thing,68.0,3.5,2,1,0,0,0,0,1,0,fatty,3
947,Lillie Belle,U.S.A,2012,Dominican republic,"The Other One, Grand Cru",74.0,3.0,2,1,0,0,0,0,1,0,fatty,3
947,Lillie Belle,U.S.A,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,2.75,2,1,0,0,0,0,1,0,grits,3
157,Lindt & Sprungli,Switzerland,2007,Blend,Excellence (US Version),85.0,3.0,4,1,1,1,0,0,1,0,harsh burnt,3
1049,Loiza,Puerto rico,2013,Puerto rico,Puerto Rico,65.0,2.5,5,1,1,1,1,0,1,0,black pepper,3
1097,Lonohana,U.S.A,2013,U.s.a.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,3.5,4,1,1,1,0,0,1,0,sandy,4
1093,Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,3.0,4,1,1,1,0,0,1,0,aluminum,3
1097,Lonohana,U.S.A,2013,U.s.a.,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,3.0,4,1,1,1,0,0,1,0,strong,3
1383,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,3.75,2,1,0,0,0,0,1,0,spicy,3
1395,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",75.0,3.75,4,1,1,1,0,0,1,0,dairy,2
1395,Lonohana,U.S.A,2014,U.s.a.,"O'ahu Island, Haleiwa E, 2014",65.0,3.25,4,1,1,1,0,0,1,0,sweet,3
1502,Love Bar,U.S.A,2015,Nicaragua,Nicaragua,75.0,2.0,2,1,0,0,0,0,1,0,multiple off flavors,2
2198,Love Brown,Taiwan,2018,Nicaragua,Chuno,78.0,3.5,2,1,0,0,0,0,1,0,intense mocha flavor,1
2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80.0,3.25,2,1,0,0,0,0,1,0,nutty,2
2194,Love Brown,Taiwan,2018,Sumatra,Sumatra,70.0,3.0,2,1,0,0,0,0,1,0,smokey,3
2194,Love Brown,Taiwan,2018,Nicaragua,Medalla,75.0,2.5,2,1,0,0,0,0,1,0,potting soil,1
1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81.0,3.25,2,1,0,0,0,0,1,0,oily,3
2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70.0,3.0,2,1,0,0,0,0,1,0,rustic,3
552,Luker,Colombia,2010,Colombia,Santander,65.0,3.5,5,1,1,1,1,0,1,0,marshmallow,2
552,Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60.0,3.0,5,1,1,1,1,0,1,0,sticky,3
552,Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58.0,3.0,5,1,1,1,1,0,1,0,watered down coffee,2
552,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46.0,2.75,5,1,1,1,1,0,1,0,very sweet,3
2430,MADE,U.S.A,2019,Ghana,Ghana,75.0,2.75,3,1,1,0,0,0,1,0,gritty,3
2426,MADE,U.S.A,2019,Uganda,Uganda,75.0,2.5,3,1,1,0,0,0,1,0,gritty,3
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63.0,4.0,5,1,1,1,1,0,1,0,intense,3
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70.0,3.75,5,1,1,1,1,0,1,0,sandy,3
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67.0,3.5,5,1,1,1,1,0,1,0,sandy,3
288,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75.0,3.5,5,1,1,1,1,0,1,0,sticky,3
607,Madre,U.S.A,2010,Mexico,"Chiapas, Triple Cacao",72.0,2.75,4,1,1,1,0,0,1,0,raisiny,2
693,Madre,U.S.A,2011,Costa rica,Upala,70.0,2.75,4,1,1,1,0,0,1,0,sticky,3
672,Madre,U.S.A,2011,Dominican republic,Dominican,70.0,2.5,4,1,1,1,0,0,1,0,sandy,3
995,Madre,U.S.A,2012,U.s.a.,Kaua'i Island,70.0,3.5,4,1,1,1,0,0,1,0,vanilla,3
991,Madre,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,3.25,4,1,1,1,0,0,1,0,creamy,3
995,Madre,U.S.A,2012,U.s.a.,"Criollo, Hawaii",70.0,3.25,4,1,1,1,0,0,1,0,creamy,3
1085,Madre,U.S.A,2013,Brazil,Brazil,70.0,3.5,4,1,1,1,0,0,1,0,strong vanilla,3
1085,Madre,U.S.A,2013,Puerto rico,Puerto Rico,70.0,2.75,4,1,1,1,0,0,1,0,intense vanilla,2
1089,Madre,U.S.A,2013,U.s.a.,"Hawai'i Island, Choobua, Kona",70.0,2.75,4,1,1,1,0,0,1,0,fatty,3
1089,Madre,U.S.A,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70.0,2.75,4,1,1,1,0,0,1,0,vanilla,3
1940,Madre,U.S.A,2017,Solomon islands,Guadalcanal,73.0,3.5,2,1,0,0,0,0,1,0,mild earthy,3
308,Maglio,Italy,2008,Dominican republic,Santo Domingo,70.0,3.75,5,1,1,1,1,0,1,0,creamy,3
308,Maglio,Italy,2008,Cuba,Cuba,70.0,3.25,5,1,1,1,1,0,1,0,nutty,2
308,Maglio,Italy,2008,Ecuador,Ecuador,70.0,3.0,4,1,0,1,1,0,1,0,creamy,3
300,Maglio,Italy,2008,Tanzania,Africa,75.0,2.0,4,1,1,1,0,0,1,0,chalky,3
531,Majani,Italy,2010,Ecuador,Ecuador,70.0,2.0,4,1,1,0,1,0,1,0,strong vanilla,2
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73.0,3.5,4,1,1,0,1,0,1,0,creamy,2
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75.0,2.75,4,1,1,0,1,0,1,0,cardboard,2
1121,Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65.0,3.5,5,1,1,1,1,0,1,0,sandy,3
2226,Malai,Thailand,2018,Thailand,Chantaburi,70.0,2.75,3,1,1,0,0,0,0,1,gummy,3
311,Malie Kai (Guittard),U.S.A,2009,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate",55.0,2.75,5,1,1,1,1,0,1,0,sweet,3
502,Malie Kai (Guittard),U.S.A,2010,U.s.a.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,3.5,5,1,1,1,1,0,1,0,creamy,3
1856,Malmo,Sweden,2016,Venezuela,Chuao,70.0,3.0,3,1,1,0,0,0,1,0,hammy,2
821,Mana,U.S.A,2012,Dominican republic,Conacado,74.0,3.75,3,1,1,0,0,0,1,0,berry,3
1219,Mana,U.S.A,2014,Venezuela,Venezuela,74.0,2.75,3,1,1,0,0,0,1,0,nutty,2
1219,Mana,U.S.A,2014,Peru,Peru,74.0,2.5,3,1,1,0,0,0,1,0,rubber,2
1446,Mana,U.S.A,2015,Ecuador,"Ecuador, batch 1212",74.0,2.5,2,1,0,0,0,0,1,0,soil,3
1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70.0,2.75,4,1,1,0,1,0,1,0,muted,2
1003,Manoa,U.S.A,2012,Liberia,"Liberia, batch 174",72.0,3.25,3,1,1,0,0,0,1,0,molassses,4
1007,Manoa,U.S.A,2012,U.s.a.,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.25,3,1,1,0,0,0,1,0,molasses,3
1007,Manoa,U.S.A,2012,Peru,"Piura, batch 173",72.0,3.0,3,1,1,0,0,0,1,0,banana,3
1007,Manoa,U.S.A,2012,U.s.a.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,2.75,3,1,1,0,0,0,1,0,oily,4
1089,Manoa,U.S.A,2013,U.s.a.,"O'ahu Island, Waiahole, b. 182",72.0,3.75,3,1,1,0,0,0,1,0,orange,2
1522,Manoa,U.S.A,2015,Costa rica,Coto Brus,72.0,3.75,3,1,1,0,0,0,1,0,dried fruit,3
1522,Manoa,U.S.A,2015,Papua new guinea,Markham Valley,72.0,3.5,3,1,1,0,0,0,1,0,smoke,2
2032,Manoa,U.S.A,2017,Peru,Ucayali,70.0,3.25,3,1,1,0,0,0,1,0,sweet,3
2442,Manoa,U.S.A,2019,U.s.a.,"Hawai'i Island, Hilo and Kona regions",70.0,3.5,3,1,1,0,0,0,1,0,dried fruit,4
871,Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70.0,3.5,2,1,0,0,0,0,1,0,cocoa,2
871,Manufaktura Czekolady,Poland,2012,Dominican republic,Grand Cru Dominican Republic,70.0,3.25,2,1,0,0,0,0,1,0,chewy,2
875,Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70.0,3.25,2,1,0,0,0,0,1,0,grits,2
1255,Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70.0,3.75,2,1,0,0,0,0,1,0,nutty,3
1279,Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85.0,3.5,2,1,0,0,0,0,1,0,coarse,3
1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70.0,3.75,3,1,1,0,0,0,1,0,basic,3
1848,Manufaktura Czekolady,Poland,2016,Peru,Peru,70.0,3.5,3,1,1,0,0,0,1,0,nutty,2
1474,Map Chocolate,U.S.A,2015,Dominican republic,"ROIG, 2014",70.0,3.5,3,1,1,0,0,0,1,0,fruity,3
1474,Map Chocolate,U.S.A,2015,Peru,"Maranon, 2014",62.0,3.5,3,1,1,0,0,0,1,0,delicate,3
1478,Map Chocolate,U.S.A,2015,Ecuador,Ecuador,70.0,3.5,3,1,1,0,0,0,1,0,coarse,3
1606,Map Chocolate,U.S.A,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,3.5,3,1,1,0,0,0,1,0,rich,2
1606,Map Chocolate,U.S.A,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,3.5,3,1,1,0,0,0,1,0,lemon,3
1634,Map Chocolate,U.S.A,2015,Honduras,Le Chocolat Chaud,78.0,3.5,3,1,1,0,0,0,1,0,grassy,3
1610,Map Chocolate,U.S.A,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,3.0,3,1,1,0,0,0,1,0,sweet,3
1606,Map Chocolate,U.S.A,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70.0,2.75,3,1,1,0,0,0,1,0,heavy roast,3
1610,Map Chocolate,U.S.A,2015,Colombia,Colombia,75.0,2.75,3,1,1,0,0,0,1,0,roasty,3
1896,Map Chocolate,U.S.A,2016,Vietnam,"Ben Tre, Surprise Valley",75.0,3.25,3,1,1,0,0,0,1,0,intense,3
